file_name,breed_name,type
n02094433_2776,Yorkshire_terrier,train
n02094433_2375,Yorkshire_terrier,train
n02094433_668,Yorkshire_terrier,train
n02094433_2782,Yorkshire_terrier,train
n02094433_3655,Yorkshire_terrier,train
n02094433_1210,Yorkshire_terrier,train
n02094433_4091,Yorkshire_terrier,train
n02094433_8419,Yorkshire_terrier,train
n02094433_2748,Yorkshire_terrier,train
n02094433_4624,Yorkshire_terrier,train
n02094433_3983,Yorkshire_terrier,train
n02094433_4028,Yorkshire_terrier,train
n02094433_10184,Yorkshire_terrier,train
n02094433_5384,Yorkshire_terrier,train
n02094433_3848,Yorkshire_terrier,train
n02094433_1490,Yorkshire_terrier,train
n02094433_4167,Yorkshire_terrier,train
n02094433_3192,Yorkshire_terrier,train
n02094433_126,Yorkshire_terrier,train
n02094433_2973,Yorkshire_terrier,train
n02094433_2022,Yorkshire_terrier,train
n02094433_4588,Yorkshire_terrier,train
n02094433_795,Yorkshire_terrier,train
n02094433_4198,Yorkshire_terrier,train
n02094433_2125,Yorkshire_terrier,train
n02094433_2223,Yorkshire_terrier,train
n02094433_3642,Yorkshire_terrier,train
n02094433_63,Yorkshire_terrier,train
n02094433_199,Yorkshire_terrier,train
n02094433_1765,Yorkshire_terrier,train
n02094433_889,Yorkshire_terrier,train
n02094433_8669,Yorkshire_terrier,train
n02094433_6258,Yorkshire_terrier,train
n02094433_3043,Yorkshire_terrier,train
n02094433_785,Yorkshire_terrier,train
n02094433_6672,Yorkshire_terrier,train
n02094433_3392,Yorkshire_terrier,train
n02094433_2519,Yorkshire_terrier,train
n02094433_2127,Yorkshire_terrier,train
n02094433_10123,Yorkshire_terrier,train
n02094433_2340,Yorkshire_terrier,train
n02094433_5155,Yorkshire_terrier,train
n02094433_2901,Yorkshire_terrier,train
n02094433_1824,Yorkshire_terrier,train
n02094433_2740,Yorkshire_terrier,train
n02094433_3999,Yorkshire_terrier,train
n02094433_3613,Yorkshire_terrier,train
n02094433_2537,Yorkshire_terrier,train
n02094433_3704,Yorkshire_terrier,train
n02094433_2596,Yorkshire_terrier,train
n02094433_2401,Yorkshire_terrier,train
n02094433_745,Yorkshire_terrier,train
n02094433_2053,Yorkshire_terrier,train
n02094433_5176,Yorkshire_terrier,train
n02094433_2609,Yorkshire_terrier,train
n02094433_1770,Yorkshire_terrier,train
n02094433_3335,Yorkshire_terrier,train
n02094433_730,Yorkshire_terrier,train
n02094433_225,Yorkshire_terrier,train
n02094433_2229,Yorkshire_terrier,train
n02094433_967,Yorkshire_terrier,train
n02094433_5868,Yorkshire_terrier,train
n02094433_2483,Yorkshire_terrier,train
n02094433_1219,Yorkshire_terrier,train
n02094433_266,Yorkshire_terrier,train
n02094433_4990,Yorkshire_terrier,train
n02094433_9618,Yorkshire_terrier,train
n02094433_3431,Yorkshire_terrier,train
n02094433_2759,Yorkshire_terrier,train
n02094433_4214,Yorkshire_terrier,train
n02094433_1539,Yorkshire_terrier,train
n02094433_2903,Yorkshire_terrier,train
n02094433_2006,Yorkshire_terrier,train
n02094433_6328,Yorkshire_terrier,train
n02094433_1177,Yorkshire_terrier,train
n02094433_5356,Yorkshire_terrier,train
n02094433_1772,Yorkshire_terrier,train
n02095314_2308,wire-haired_fox_terrier,train
n02095314_2198,wire-haired_fox_terrier,train
n02095314_1104,wire-haired_fox_terrier,train
n02095314_2059,wire-haired_fox_terrier,train
n02095314_493,wire-haired_fox_terrier,train
n02095314_1705,wire-haired_fox_terrier,train
n02095314_594,wire-haired_fox_terrier,train
n02095314_1789,wire-haired_fox_terrier,train
n02095314_3316,wire-haired_fox_terrier,train
n02095314_1780,wire-haired_fox_terrier,train
n02095314_691,wire-haired_fox_terrier,train
n02095314_3527,wire-haired_fox_terrier,train
n02095314_740,wire-haired_fox_terrier,train
n02095314_3246,wire-haired_fox_terrier,train
n02095314_2864,wire-haired_fox_terrier,train
n02095314_2664,wire-haired_fox_terrier,train
n02095314_398,wire-haired_fox_terrier,train
n02095314_3512,wire-haired_fox_terrier,train
n02095314_448,wire-haired_fox_terrier,train
n02095314_157,wire-haired_fox_terrier,train
n02095314_2564,wire-haired_fox_terrier,train
n02095314_2683,wire-haired_fox_terrier,train
n02095314_2,wire-haired_fox_terrier,train
n02095314_1884,wire-haired_fox_terrier,train
n02095314_1974,wire-haired_fox_terrier,train
n02095314_3091,wire-haired_fox_terrier,train
n02095314_1660,wire-haired_fox_terrier,train
n02095314_3166,wire-haired_fox_terrier,train
n02095314_3006,wire-haired_fox_terrier,train
n02095314_613,wire-haired_fox_terrier,train
n02095314_2130,wire-haired_fox_terrier,train
n02095314_1054,wire-haired_fox_terrier,train
n02095314_3364,wire-haired_fox_terrier,train
n02095314_3343,wire-haired_fox_terrier,train
n02095314_663,wire-haired_fox_terrier,train
n02095314_1505,wire-haired_fox_terrier,train
n02095314_2841,wire-haired_fox_terrier,train
n02095314_2754,wire-haired_fox_terrier,train
n02095314_956,wire-haired_fox_terrier,train
n02095314_1407,wire-haired_fox_terrier,train
n02095314_2904,wire-haired_fox_terrier,train
n02095314_2687,wire-haired_fox_terrier,train
n02095314_2256,wire-haired_fox_terrier,train
n02095314_1282,wire-haired_fox_terrier,train
n02095314_996,wire-haired_fox_terrier,train
n02095314_2314,wire-haired_fox_terrier,train
n02095314_2421,wire-haired_fox_terrier,train
n02095314_777,wire-haired_fox_terrier,train
n02095314_2338,wire-haired_fox_terrier,train
n02095314_1100,wire-haired_fox_terrier,train
n02095314_2196,wire-haired_fox_terrier,train
n02095314_591,wire-haired_fox_terrier,train
n02095314_289,wire-haired_fox_terrier,train
n02095314_3483,wire-haired_fox_terrier,train
n02095314_3372,wire-haired_fox_terrier,train
n02095314_1536,wire-haired_fox_terrier,train
n02095314_3227,wire-haired_fox_terrier,train
n02095314_928,wire-haired_fox_terrier,train
n02095314_3321,wire-haired_fox_terrier,train
n02095314_2964,wire-haired_fox_terrier,train
n02095314_2932,wire-haired_fox_terrier,train
n02095314_318,wire-haired_fox_terrier,train
n02095314_3295,wire-haired_fox_terrier,train
n02095314_2460,wire-haired_fox_terrier,train
n02095314_2699,wire-haired_fox_terrier,train
n02095314_2038,wire-haired_fox_terrier,train
n02095314_3189,wire-haired_fox_terrier,train
n02095314_550,wire-haired_fox_terrier,train
n02095314_3495,wire-haired_fox_terrier,train
n02095314_2230,wire-haired_fox_terrier,train
n02095314_1894,wire-haired_fox_terrier,train
n02095314_1672,wire-haired_fox_terrier,train
n02095314_1945,wire-haired_fox_terrier,train
n02095314_1772,wire-haired_fox_terrier,train
n02095314_3451,wire-haired_fox_terrier,train
n02095314_80,wire-haired_fox_terrier,train
n02095314_1212,wire-haired_fox_terrier,train
n02095314_2310,wire-haired_fox_terrier,train
n02095314_3084,wire-haired_fox_terrier,train
n02095314_1782,wire-haired_fox_terrier,train
n02095314_2742,wire-haired_fox_terrier,train
n02095314_807,wire-haired_fox_terrier,train
n02095314_1717,wire-haired_fox_terrier,train
n02095314_2472,wire-haired_fox_terrier,train
n02095314_1395,wire-haired_fox_terrier,train
n02095314_651,wire-haired_fox_terrier,train
n02095314_3242,wire-haired_fox_terrier,train
n02095314_1704,wire-haired_fox_terrier,train
n02095314_1820,wire-haired_fox_terrier,train
n02095314_105,wire-haired_fox_terrier,train
n02095314_662,wire-haired_fox_terrier,train
n02095314_3153,wire-haired_fox_terrier,train
n02095314_2863,wire-haired_fox_terrier,train
n02095314_252,wire-haired_fox_terrier,train
n02095314_1866,wire-haired_fox_terrier,train
n02095314_481,wire-haired_fox_terrier,train
n02095314_2424,wire-haired_fox_terrier,train
n02095314_1754,wire-haired_fox_terrier,train
n02095314_1835,wire-haired_fox_terrier,train
n02095314_963,wire-haired_fox_terrier,train
n02095570_838,Lakeland_terrier,train
n02095570_4436,Lakeland_terrier,train
n02095570_1157,Lakeland_terrier,train
n02095570_4762,Lakeland_terrier,train
n02095570_6114,Lakeland_terrier,train
n02095570_3284,Lakeland_terrier,train
n02095570_2972,Lakeland_terrier,train
n02095570_337,Lakeland_terrier,train
n02095570_6265,Lakeland_terrier,train
n02095570_4256,Lakeland_terrier,train
n02095570_427,Lakeland_terrier,train
n02095570_1489,Lakeland_terrier,train
n02095570_889,Lakeland_terrier,train
n02095570_3711,Lakeland_terrier,train
n02095570_3798,Lakeland_terrier,train
n02095570_3745,Lakeland_terrier,train
n02095570_5880,Lakeland_terrier,train
n02095570_2177,Lakeland_terrier,train
n02095570_315,Lakeland_terrier,train
n02095570_6194,Lakeland_terrier,train
n02095570_5068,Lakeland_terrier,train
n02095570_1057,Lakeland_terrier,train
n02095570_1171,Lakeland_terrier,train
n02095570_1765,Lakeland_terrier,train
n02095570_477,Lakeland_terrier,train
n02095570_5316,Lakeland_terrier,train
n02095570_1068,Lakeland_terrier,train
n02095570_4407,Lakeland_terrier,train
n02095570_373,Lakeland_terrier,train
n02095570_687,Lakeland_terrier,train
n02095570_3433,Lakeland_terrier,train
n02095570_2480,Lakeland_terrier,train
n02095570_4854,Lakeland_terrier,train
n02095570_6222,Lakeland_terrier,train
n02095570_1816,Lakeland_terrier,train
n02095570_4226,Lakeland_terrier,train
n02095570_5276,Lakeland_terrier,train
n02095570_1310,Lakeland_terrier,train
n02095570_4626,Lakeland_terrier,train
n02095570_5641,Lakeland_terrier,train
n02095570_2569,Lakeland_terrier,train
n02095570_1575,Lakeland_terrier,train
n02095570_457,Lakeland_terrier,train
n02095570_3152,Lakeland_terrier,train
n02095570_1969,Lakeland_terrier,train
n02095570_284,Lakeland_terrier,train
n02095570_5955,Lakeland_terrier,train
n02095570_4511,Lakeland_terrier,train
n02095570_2139,Lakeland_terrier,train
n02095570_4656,Lakeland_terrier,train
n02095570_199,Lakeland_terrier,train
n02095570_3391,Lakeland_terrier,train
n02095570_5820,Lakeland_terrier,train
n02095570_2524,Lakeland_terrier,train
n02095570_2840,Lakeland_terrier,train
n02095570_6443,Lakeland_terrier,train
n02095570_3699,Lakeland_terrier,train
n02095570_1867,Lakeland_terrier,train
n02095570_3137,Lakeland_terrier,train
n02095570_916,Lakeland_terrier,train
n02095570_3534,Lakeland_terrier,train
n02095570_5761,Lakeland_terrier,train
n02095570_3253,Lakeland_terrier,train
n02095570_6390,Lakeland_terrier,train
n02095570_3132,Lakeland_terrier,train
n02095570_3102,Lakeland_terrier,train
n02095570_1590,Lakeland_terrier,train
n02095570_4331,Lakeland_terrier,train
n02095570_471,Lakeland_terrier,train
n02095570_4560,Lakeland_terrier,train
n02095570_393,Lakeland_terrier,train
n02095570_5024,Lakeland_terrier,train
n02095570_4161,Lakeland_terrier,train
n02095570_2936,Lakeland_terrier,train
n02095570_4782,Lakeland_terrier,train
n02095570_2815,Lakeland_terrier,train
n02095570_4171,Lakeland_terrier,train
n02095570_2354,Lakeland_terrier,train
n02095570_1663,Lakeland_terrier,train
n02095570_1088,Lakeland_terrier,train
n02095570_4188,Lakeland_terrier,train
n02095570_4183,Lakeland_terrier,train
n02095570_3777,Lakeland_terrier,train
n02095570_3146,Lakeland_terrier,train
n02095570_2282,Lakeland_terrier,train
n02095570_6339,Lakeland_terrier,train
n02095570_4650,Lakeland_terrier,train
n02095570_3457,Lakeland_terrier,train
n02095570_1947,Lakeland_terrier,train
n02095570_95,Lakeland_terrier,train
n02095570_3035,Lakeland_terrier,train
n02095570_5404,Lakeland_terrier,train
n02095570_601,Lakeland_terrier,train
n02095570_5159,Lakeland_terrier,train
n02095570_1547,Lakeland_terrier,train
n02095570_6471,Lakeland_terrier,train
n02095570_4237,Lakeland_terrier,train
n02095570_2767,Lakeland_terrier,train
n02095570_1752,Lakeland_terrier,train
n02095570_1372,Lakeland_terrier,train
n02095889_2847,Sealyham_terrier,train
n02095889_5212,Sealyham_terrier,train
n02095889_3972,Sealyham_terrier,train
n02095889_41,Sealyham_terrier,train
n02095889_298,Sealyham_terrier,train
n02095889_5899,Sealyham_terrier,train
n02095889_3150,Sealyham_terrier,train
n02095889_1313,Sealyham_terrier,train
n02095889_760,Sealyham_terrier,train
n02095889_4427,Sealyham_terrier,train
n02095889_3694,Sealyham_terrier,train
n02095889_4969,Sealyham_terrier,train
n02095889_2944,Sealyham_terrier,train
n02095889_293,Sealyham_terrier,train
n02095889_396,Sealyham_terrier,train
n02095889_2955,Sealyham_terrier,train
n02095889_1886,Sealyham_terrier,train
n02095889_6251,Sealyham_terrier,train
n02095889_2204,Sealyham_terrier,train
n02095889_2977,Sealyham_terrier,train
n02095889_4507,Sealyham_terrier,train
n02095889_2512,Sealyham_terrier,train
n02095889_4762,Sealyham_terrier,train
n02095889_662,Sealyham_terrier,train
n02095889_1847,Sealyham_terrier,train
n02095889_3968,Sealyham_terrier,train
n02095889_3159,Sealyham_terrier,train
n02095889_1914,Sealyham_terrier,train
n02095889_151,Sealyham_terrier,train
n02095889_4306,Sealyham_terrier,train
n02095889_4116,Sealyham_terrier,train
n02095889_2861,Sealyham_terrier,train
n02095889_5547,Sealyham_terrier,train
n02095889_107,Sealyham_terrier,train
n02095889_231,Sealyham_terrier,train
n02095889_2883,Sealyham_terrier,train
n02095889_5838,Sealyham_terrier,train
n02095889_4680,Sealyham_terrier,train
n02095889_4789,Sealyham_terrier,train
n02095889_1019,Sealyham_terrier,train
n02095889_5543,Sealyham_terrier,train
n02095889_3522,Sealyham_terrier,train
n02095889_1323,Sealyham_terrier,train
n02095889_3642,Sealyham_terrier,train
n02095889_1290,Sealyham_terrier,train
n02095889_6583,Sealyham_terrier,train
n02095889_2340,Sealyham_terrier,train
n02095889_6232,Sealyham_terrier,train
n02095889_4826,Sealyham_terrier,train
n02095889_4899,Sealyham_terrier,train
n02095889_4814,Sealyham_terrier,train
n02095889_5011,Sealyham_terrier,train
n02095889_539,Sealyham_terrier,train
n02095889_5856,Sealyham_terrier,train
n02095889_1458,Sealyham_terrier,train
n02095889_3354,Sealyham_terrier,train
n02095889_2299,Sealyham_terrier,train
n02095889_5958,Sealyham_terrier,train
n02095889_3990,Sealyham_terrier,train
n02095889_1476,Sealyham_terrier,train
n02095889_3497,Sealyham_terrier,train
n02095889_2138,Sealyham_terrier,train
n02095889_4198,Sealyham_terrier,train
n02095889_471,Sealyham_terrier,train
n02095889_6387,Sealyham_terrier,train
n02095889_1677,Sealyham_terrier,train
n02095889_5282,Sealyham_terrier,train
n02095889_2031,Sealyham_terrier,train
n02095889_6039,Sealyham_terrier,train
n02095889_4522,Sealyham_terrier,train
n02095889_2873,Sealyham_terrier,train
n02095889_6442,Sealyham_terrier,train
n02095889_2019,Sealyham_terrier,train
n02095889_783,Sealyham_terrier,train
n02095889_2733,Sealyham_terrier,train
n02095889_3493,Sealyham_terrier,train
n02095889_3926,Sealyham_terrier,train
n02095889_2927,Sealyham_terrier,train
n02095889_4343,Sealyham_terrier,train
n02095889_136,Sealyham_terrier,train
n02095889_6458,Sealyham_terrier,train
n02095889_199,Sealyham_terrier,train
n02095889_4951,Sealyham_terrier,train
n02095889_4039,Sealyham_terrier,train
n02095889_5609,Sealyham_terrier,train
n02095889_610,Sealyham_terrier,train
n02095889_4290,Sealyham_terrier,train
n02095889_4432,Sealyham_terrier,train
n02095889_975,Sealyham_terrier,train
n02095889_3904,Sealyham_terrier,train
n02095889_3651,Sealyham_terrier,train
n02095889_588,Sealyham_terrier,train
n02095889_1724,Sealyham_terrier,train
n02095889_5528,Sealyham_terrier,train
n02095889_4263,Sealyham_terrier,train
n02095889_4077,Sealyham_terrier,train
n02095889_1120,Sealyham_terrier,train
n02095889_5203,Sealyham_terrier,train
n02095889_1175,Sealyham_terrier,train
n02095889_2134,Sealyham_terrier,train
n02096051_4991,Airedale,train
n02096051_3069,Airedale,train
n02096051_7077,Airedale,train
n02096051_8103,Airedale,train
n02096051_5234,Airedale,train
n02096051_9427,Airedale,train
n02096051_441,Airedale,train
n02096051_3443,Airedale,train
n02096051_2717,Airedale,train
n02096051_3660,Airedale,train
n02096051_5467,Airedale,train
n02096051_3194,Airedale,train
n02096051_1761,Airedale,train
n02096051_4153,Airedale,train
n02096051_1912,Airedale,train
n02096051_6812,Airedale,train
n02096051_4660,Airedale,train
n02096051_7,Airedale,train
n02096051_5867,Airedale,train
n02096051_183,Airedale,train
n02096051_1469,Airedale,train
n02096051_738,Airedale,train
n02096051_1483,Airedale,train
n02096051_3338,Airedale,train
n02096051_249,Airedale,train
n02096051_982,Airedale,train
n02096051_9135,Airedale,train
n02096051_3619,Airedale,train
n02096051_6747,Airedale,train
n02096051_2890,Airedale,train
n02096051_3253,Airedale,train
n02096051_6873,Airedale,train
n02096051_2333,Airedale,train
n02096051_1121,Airedale,train
n02096051_6895,Airedale,train
n02096051_1111,Airedale,train
n02096051_4514,Airedale,train
n02096051_3472,Airedale,train
n02096051_6755,Airedale,train
n02096051_8989,Airedale,train
n02096051_8892,Airedale,train
n02096051_3981,Airedale,train
n02096051_7762,Airedale,train
n02096051_6300,Airedale,train
n02096051_7790,Airedale,train
n02096051_225,Airedale,train
n02096051_4196,Airedale,train
n02096051_5952,Airedale,train
n02096051_3317,Airedale,train
n02096051_584,Airedale,train
n02096051_8019,Airedale,train
n02096051_5884,Airedale,train
n02096051_2939,Airedale,train
n02096051_2517,Airedale,train
n02096051_9391,Airedale,train
n02096051_5060,Airedale,train
n02096051_1017,Airedale,train
n02096051_6410,Airedale,train
n02096051_1134,Airedale,train
n02096051_8096,Airedale,train
n02096051_8790,Airedale,train
n02096051_5267,Airedale,train
n02096051_6733,Airedale,train
n02096051_8826,Airedale,train
n02096051_138,Airedale,train
n02096051_1669,Airedale,train
n02096051_2170,Airedale,train
n02096051_6657,Airedale,train
n02096051_6693,Airedale,train
n02096051_3796,Airedale,train
n02096051_5048,Airedale,train
n02096051_2432,Airedale,train
n02096051_3823,Airedale,train
n02096051_4531,Airedale,train
n02096051_8385,Airedale,train
n02096051_8270,Airedale,train
n02096051_161,Airedale,train
n02096051_6972,Airedale,train
n02096051_1723,Airedale,train
n02096051_7118,Airedale,train
n02096051_5432,Airedale,train
n02096051_3045,Airedale,train
n02096051_3088,Airedale,train
n02096051_9329,Airedale,train
n02096051_4860,Airedale,train
n02096051_7847,Airedale,train
n02096051_2774,Airedale,train
n02096051_2353,Airedale,train
n02096051_6473,Airedale,train
n02096051_4516,Airedale,train
n02096051_668,Airedale,train
n02096051_9359,Airedale,train
n02096051_7140,Airedale,train
n02096051_6315,Airedale,train
n02096051_129,Airedale,train
n02096051_3879,Airedale,train
n02096051_7516,Airedale,train
n02096051_3030,Airedale,train
n02096051_2314,Airedale,train
n02096051_5064,Airedale,train
n02096177_11547,cairn,train
n02096177_12103,cairn,train
n02096177_911,cairn,train
n02096177_164,cairn,train
n02096177_729,cairn,train
n02096177_2935,cairn,train
n02096177_2343,cairn,train
n02096177_13341,cairn,train
n02096177_2061,cairn,train
n02096177_5206,cairn,train
n02096177_9034,cairn,train
n02096177_1385,cairn,train
n02096177_2897,cairn,train
n02096177_11224,cairn,train
n02096177_223,cairn,train
n02096177_4,cairn,train
n02096177_679,cairn,train
n02096177_1766,cairn,train
n02096177_2400,cairn,train
n02096177_1503,cairn,train
n02096177_7617,cairn,train
n02096177_13114,cairn,train
n02096177_4734,cairn,train
n02096177_4801,cairn,train
n02096177_2020,cairn,train
n02096177_680,cairn,train
n02096177_1667,cairn,train
n02096177_1220,cairn,train
n02096177_11415,cairn,train
n02096177_8173,cairn,train
n02096177_580,cairn,train
n02096177_2958,cairn,train
n02096177_4902,cairn,train
n02096177_4505,cairn,train
n02096177_622,cairn,train
n02096177_9014,cairn,train
n02096177_1335,cairn,train
n02096177_2414,cairn,train
n02096177_1405,cairn,train
n02096177_3224,cairn,train
n02096177_1362,cairn,train
n02096177_1518,cairn,train
n02096177_4825,cairn,train
n02096177_3434,cairn,train
n02096177_515,cairn,train
n02096177_9585,cairn,train
n02096177_1432,cairn,train
n02096177_2788,cairn,train
n02096177_6298,cairn,train
n02096177_1464,cairn,train
n02096177_5785,cairn,train
n02096177_1732,cairn,train
n02096177_4043,cairn,train
n02096177_3180,cairn,train
n02096177_10698,cairn,train
n02096177_606,cairn,train
n02096177_790,cairn,train
n02096177_475,cairn,train
n02096177_2143,cairn,train
n02096177_11883,cairn,train
n02096177_2917,cairn,train
n02096177_2913,cairn,train
n02096177_12360,cairn,train
n02096177_1569,cairn,train
n02096177_1659,cairn,train
n02096177_152,cairn,train
n02096177_5117,cairn,train
n02096177_2203,cairn,train
n02096177_1344,cairn,train
n02096177_10959,cairn,train
n02096177_2854,cairn,train
n02096177_7717,cairn,train
n02096177_1946,cairn,train
n02096177_3476,cairn,train
n02096177_5274,cairn,train
n02096177_11642,cairn,train
n02096177_2553,cairn,train
n02096177_11706,cairn,train
n02096177_11135,cairn,train
n02096177_2695,cairn,train
n02096177_3729,cairn,train
n02096177_1988,cairn,train
n02096177_207,cairn,train
n02096177_1596,cairn,train
n02096177_342,cairn,train
n02096177_181,cairn,train
n02096177_11295,cairn,train
n02096177_1171,cairn,train
n02096177_2263,cairn,train
n02096177_1710,cairn,train
n02096177_1000,cairn,train
n02096177_4768,cairn,train
n02096177_1207,cairn,train
n02096177_7701,cairn,train
n02096177_6751,cairn,train
n02096177_3534,cairn,train
n02096177_11780,cairn,train
n02096177_4520,cairn,train
n02096177_1434,cairn,train
n02096177_1889,cairn,train
n02096294_5531,Australian_terrier,train
n02096294_1121,Australian_terrier,train
n02096294_2306,Australian_terrier,train
n02096294_5587,Australian_terrier,train
n02096294_7711,Australian_terrier,train
n02096294_3174,Australian_terrier,train
n02096294_3554,Australian_terrier,train
n02096294_1805,Australian_terrier,train
n02096294_459,Australian_terrier,train
n02096294_8721,Australian_terrier,train
n02096294_2408,Australian_terrier,train
n02096294_7097,Australian_terrier,train
n02096294_5774,Australian_terrier,train
n02096294_8406,Australian_terrier,train
n02096294_3632,Australian_terrier,train
n02096294_1231,Australian_terrier,train
n02096294_6457,Australian_terrier,train
n02096294_3704,Australian_terrier,train
n02096294_8706,Australian_terrier,train
n02096294_3965,Australian_terrier,train
n02096294_2672,Australian_terrier,train
n02096294_574,Australian_terrier,train
n02096294_7804,Australian_terrier,train
n02096294_3344,Australian_terrier,train
n02096294_7051,Australian_terrier,train
n02096294_1409,Australian_terrier,train
n02096294_8222,Australian_terrier,train
n02096294_5504,Australian_terrier,train
n02096294_7295,Australian_terrier,train
n02096294_2411,Australian_terrier,train
n02096294_4525,Australian_terrier,train
n02096294_1850,Australian_terrier,train
n02096294_2587,Australian_terrier,train
n02096294_5398,Australian_terrier,train
n02096294_1284,Australian_terrier,train
n02096294_1803,Australian_terrier,train
n02096294_493,Australian_terrier,train
n02096294_3899,Australian_terrier,train
n02096294_4201,Australian_terrier,train
n02096294_1411,Australian_terrier,train
n02096294_8557,Australian_terrier,train
n02096294_6207,Australian_terrier,train
n02096294_720,Australian_terrier,train
n02096294_5602,Australian_terrier,train
n02096294_4205,Australian_terrier,train
n02096294_1400,Australian_terrier,train
n02096294_1299,Australian_terrier,train
n02096294_261,Australian_terrier,train
n02096294_1133,Australian_terrier,train
n02096294_4142,Australian_terrier,train
n02096294_6455,Australian_terrier,train
n02096294_8476,Australian_terrier,train
n02096294_7000,Australian_terrier,train
n02096294_568,Australian_terrier,train
n02096294_2378,Australian_terrier,train
n02096294_2504,Australian_terrier,train
n02096294_1386,Australian_terrier,train
n02096294_167,Australian_terrier,train
n02096294_1653,Australian_terrier,train
n02096294_1926,Australian_terrier,train
n02096294_160,Australian_terrier,train
n02096294_7605,Australian_terrier,train
n02096294_987,Australian_terrier,train
n02096294_6905,Australian_terrier,train
n02096294_5844,Australian_terrier,train
n02096294_5734,Australian_terrier,train
n02096294_4492,Australian_terrier,train
n02096294_8067,Australian_terrier,train
n02096294_1243,Australian_terrier,train
n02096294_7317,Australian_terrier,train
n02096294_8522,Australian_terrier,train
n02096294_1586,Australian_terrier,train
n02096294_8702,Australian_terrier,train
n02096294_1449,Australian_terrier,train
n02096294_3595,Australian_terrier,train
n02096294_3472,Australian_terrier,train
n02096294_3494,Australian_terrier,train
n02096294_38,Australian_terrier,train
n02096294_4535,Australian_terrier,train
n02096294_2175,Australian_terrier,train
n02096294_1536,Australian_terrier,train
n02096294_8124,Australian_terrier,train
n02096294_3800,Australian_terrier,train
n02096294_1150,Australian_terrier,train
n02096294_6931,Australian_terrier,train
n02096294_1147,Australian_terrier,train
n02096294_6290,Australian_terrier,train
n02096294_2215,Australian_terrier,train
n02096294_5552,Australian_terrier,train
n02096294_4420,Australian_terrier,train
n02096294_7161,Australian_terrier,train
n02096294_537,Australian_terrier,train
n02096294_3967,Australian_terrier,train
n02096294_6785,Australian_terrier,train
n02096294_6027,Australian_terrier,train
n02096294_3105,Australian_terrier,train
n02096294_2432,Australian_terrier,train
n02096294_2188,Australian_terrier,train
n02096294_1783,Australian_terrier,train
n02096294_4925,Australian_terrier,train
n02096437_3560,Dandie_Dinmont,train
n02096437_536,Dandie_Dinmont,train
n02096437_956,Dandie_Dinmont,train
n02096437_730,Dandie_Dinmont,train
n02096437_850,Dandie_Dinmont,train
n02096437_3241,Dandie_Dinmont,train
n02096437_3969,Dandie_Dinmont,train
n02096437_811,Dandie_Dinmont,train
n02096437_1219,Dandie_Dinmont,train
n02096437_2455,Dandie_Dinmont,train
n02096437_824,Dandie_Dinmont,train
n02096437_1613,Dandie_Dinmont,train
n02096437_140,Dandie_Dinmont,train
n02096437_1963,Dandie_Dinmont,train
n02096437_2376,Dandie_Dinmont,train
n02096437_4,Dandie_Dinmont,train
n02096437_4276,Dandie_Dinmont,train
n02096437_2580,Dandie_Dinmont,train
n02096437_3776,Dandie_Dinmont,train
n02096437_926,Dandie_Dinmont,train
n02096437_3427,Dandie_Dinmont,train
n02096437_1012,Dandie_Dinmont,train
n02096437_4466,Dandie_Dinmont,train
n02096437_1936,Dandie_Dinmont,train
n02096437_1900,Dandie_Dinmont,train
n02096437_3431,Dandie_Dinmont,train
n02096437_806,Dandie_Dinmont,train
n02096437_708,Dandie_Dinmont,train
n02096437_1171,Dandie_Dinmont,train
n02096437_647,Dandie_Dinmont,train
n02096437_2480,Dandie_Dinmont,train
n02096437_48,Dandie_Dinmont,train
n02096437_3925,Dandie_Dinmont,train
n02096437_2267,Dandie_Dinmont,train
n02096437_2350,Dandie_Dinmont,train
n02096437_612,Dandie_Dinmont,train
n02096437_429,Dandie_Dinmont,train
n02096437_2890,Dandie_Dinmont,train
n02096437_50,Dandie_Dinmont,train
n02096437_4184,Dandie_Dinmont,train
n02096437_514,Dandie_Dinmont,train
n02096437_858,Dandie_Dinmont,train
n02096437_3356,Dandie_Dinmont,train
n02096437_1926,Dandie_Dinmont,train
n02096437_599,Dandie_Dinmont,train
n02096437_2470,Dandie_Dinmont,train
n02096437_1143,Dandie_Dinmont,train
n02096437_2224,Dandie_Dinmont,train
n02096437_1006,Dandie_Dinmont,train
n02096437_2364,Dandie_Dinmont,train
n02096437_1070,Dandie_Dinmont,train
n02096437_546,Dandie_Dinmont,train
n02096437_3112,Dandie_Dinmont,train
n02096437_148,Dandie_Dinmont,train
n02096437_3486,Dandie_Dinmont,train
n02096437_4401,Dandie_Dinmont,train
n02096437_335,Dandie_Dinmont,train
n02096437_1650,Dandie_Dinmont,train
n02096437_1532,Dandie_Dinmont,train
n02096437_1511,Dandie_Dinmont,train
n02096437_3167,Dandie_Dinmont,train
n02096437_2568,Dandie_Dinmont,train
n02096437_3655,Dandie_Dinmont,train
n02096437_85,Dandie_Dinmont,train
n02096437_3311,Dandie_Dinmont,train
n02096437_3195,Dandie_Dinmont,train
n02096437_1054,Dandie_Dinmont,train
n02096437_643,Dandie_Dinmont,train
n02096437_3985,Dandie_Dinmont,train
n02096437_603,Dandie_Dinmont,train
n02096437_1614,Dandie_Dinmont,train
