,file_name,breed_name,type,sample_count
2721,n02092339_3028,Weimaraner,train,160.0
2722,n02092339_367,Weimaraner,train,160.0
2723,n02092339_4906,Weimaraner,train,160.0
2724,n02092339_2691,Weimaraner,train,160.0
2725,n02092339_6543,Weimaraner,train,160.0
2726,n02092339_6752,Weimaraner,train,160.0
2727,n02092339_7812,Weimaraner,train,160.0
2728,n02092339_4214,Weimaraner,train,160.0
2729,n02092339_2941,Weimaraner,train,160.0
2730,n02092339_3306,Weimaraner,train,160.0
2731,n02092339_1700,Weimaraner,train,160.0
2732,n02092339_431,Weimaraner,train,160.0
2733,n02092339_1509,Weimaraner,train,160.0
2734,n02092339_6401,Weimaraner,train,160.0
2735,n02092339_439,Weimaraner,train,160.0
2736,n02092339_1013,Weimaraner,train,160.0
2737,n02092339_5329,Weimaraner,train,160.0
2738,n02092339_1849,Weimaraner,train,160.0
2739,n02092339_669,Weimaraner,train,160.0
2740,n02092339_205,Weimaraner,train,160.0
2741,n02092339_6530,Weimaraner,train,160.0
2742,n02092339_40,Weimaraner,train,160.0
2743,n02092339_75,Weimaraner,train,160.0
2744,n02092339_2653,Weimaraner,train,160.0
2745,n02092339_3371,Weimaraner,train,160.0
2746,n02092339_5411,Weimaraner,train,160.0
2747,n02092339_6430,Weimaraner,train,160.0
2748,n02092339_258,Weimaraner,train,160.0
2749,n02092339_1930,Weimaraner,train,160.0
2750,n02092339_31,Weimaraner,train,160.0
2751,n02092339_93,Weimaraner,train,160.0
2752,n02092339_2766,Weimaraner,train,160.0
2753,n02092339_436,Weimaraner,train,160.0
2754,n02092339_235,Weimaraner,train,160.0
2755,n02092339_3618,Weimaraner,train,160.0
2756,n02092339_514,Weimaraner,train,160.0
2757,n02092339_6509,Weimaraner,train,160.0
2758,n02092339_4965,Weimaraner,train,160.0
2759,n02092339_3837,Weimaraner,train,160.0
2760,n02092339_2885,Weimaraner,train,160.0
2761,n02092339_327,Weimaraner,train,160.0
2762,n02092339_821,Weimaraner,train,160.0
2763,n02092339_512,Weimaraner,train,160.0
2764,n02092339_4650,Weimaraner,train,160.0
2765,n02092339_3165,Weimaraner,train,160.0
2766,n02092339_6124,Weimaraner,train,160.0
2767,n02092339_6794,Weimaraner,train,160.0
2768,n02092339_3698,Weimaraner,train,160.0
2769,n02092339_4410,Weimaraner,train,160.0
2770,n02092339_6209,Weimaraner,train,160.0
2771,n02092339_2006,Weimaraner,train,160.0
2772,n02092339_176,Weimaraner,train,160.0
2773,n02092339_6869,Weimaraner,train,160.0
2774,n02092339_5978,Weimaraner,train,160.0
2775,n02092339_272,Weimaraner,train,160.0
2776,n02092339_4208,Weimaraner,train,160.0
2777,n02092339_114,Weimaraner,train,160.0
2778,n02092339_5999,Weimaraner,train,160.0
2779,n02092339_5818,Weimaraner,train,160.0
2780,n02092339_7499,Weimaraner,train,160.0
2781,n02092339_6077,Weimaraner,train,160.0
2782,n02092339_7468,Weimaraner,train,160.0
2783,n02092339_4378,Weimaraner,train,160.0
2784,n02092339_6620,Weimaraner,train,160.0
2785,n02092339_747,Weimaraner,train,160.0
2786,n02092339_1521,Weimaraner,train,160.0
2787,n02092339_4527,Weimaraner,train,160.0
2788,n02092339_3979,Weimaraner,train,160.0
2789,n02092339_6334,Weimaraner,train,160.0
2790,n02092339_8029,Weimaraner,train,160.0
2791,n02092339_1796,Weimaraner,train,160.0
2792,n02092339_289,Weimaraner,train,160.0
2793,n02092339_353,Weimaraner,train,160.0
2794,n02092339_5137,Weimaraner,train,160.0
2795,n02092339_107,Weimaraner,train,160.0
2796,n02092339_4633,Weimaraner,train,160.0
2797,n02092339_7224,Weimaraner,train,160.0
2798,n02092339_7959,Weimaraner,train,160.0
2799,n02092339_7614,Weimaraner,train,160.0
2800,n02093256_1384,Staffordshire_bullterrier,train,155.0
2801,n02093256_6008,Staffordshire_bullterrier,train,155.0
2802,n02093256_2817,Staffordshire_bullterrier,train,155.0
2803,n02093256_2678,Staffordshire_bullterrier,train,155.0
2804,n02093256_8541,Staffordshire_bullterrier,train,155.0
2805,n02093256_2711,Staffordshire_bullterrier,train,155.0
2806,n02093256_540,Staffordshire_bullterrier,train,155.0
2807,n02093256_8205,Staffordshire_bullterrier,train,155.0
2808,n02093256_6575,Staffordshire_bullterrier,train,155.0
2809,n02093256_3462,Staffordshire_bullterrier,train,155.0
2810,n02093256_2073,Staffordshire_bullterrier,train,155.0
2811,n02093256_11836,Staffordshire_bullterrier,train,155.0
2812,n02093256_1183,Staffordshire_bullterrier,train,155.0
2813,n02093256_5110,Staffordshire_bullterrier,train,155.0
2814,n02093256_5988,Staffordshire_bullterrier,train,155.0
2815,n02093256_3190,Staffordshire_bullterrier,train,155.0
2816,n02093256_4058,Staffordshire_bullterrier,train,155.0
2817,n02093256_3595,Staffordshire_bullterrier,train,155.0
2818,n02093256_3614,Staffordshire_bullterrier,train,155.0
2819,n02093256_898,Staffordshire_bullterrier,train,155.0
2820,n02093256_1489,Staffordshire_bullterrier,train,155.0
2821,n02093256_11732,Staffordshire_bullterrier,train,155.0
2822,n02093256_6821,Staffordshire_bullterrier,train,155.0
2823,n02093256_774,Staffordshire_bullterrier,train,155.0
2824,n02093256_9796,Staffordshire_bullterrier,train,155.0
2825,n02093256_2748,Staffordshire_bullterrier,train,155.0
2826,n02093256_5791,Staffordshire_bullterrier,train,155.0
2827,n02093256_225,Staffordshire_bullterrier,train,155.0
2828,n02093256_11820,Staffordshire_bullterrier,train,155.0
2829,n02093256_3906,Staffordshire_bullterrier,train,155.0
2830,n02093256_264,Staffordshire_bullterrier,train,155.0
2831,n02093256_836,Staffordshire_bullterrier,train,155.0
2832,n02093256_5134,Staffordshire_bullterrier,train,155.0
2833,n02093256_2542,Staffordshire_bullterrier,train,155.0
2834,n02093256_1549,Staffordshire_bullterrier,train,155.0
2835,n02093256_2737,Staffordshire_bullterrier,train,155.0
2836,n02093256_6992,Staffordshire_bullterrier,train,155.0
2837,n02093256_6473,Staffordshire_bullterrier,train,155.0
2838,n02093256_4036,Staffordshire_bullterrier,train,155.0
2839,n02093256_1134,Staffordshire_bullterrier,train,155.0
2840,n02093256_3994,Staffordshire_bullterrier,train,155.0
2841,n02093256_5327,Staffordshire_bullterrier,train,155.0
2842,n02093256_6969,Staffordshire_bullterrier,train,155.0
2843,n02093256_1745,Staffordshire_bullterrier,train,155.0
2844,n02093256_5428,Staffordshire_bullterrier,train,155.0
2845,n02093256_1487,Staffordshire_bullterrier,train,155.0
2846,n02093256_5295,Staffordshire_bullterrier,train,155.0
2847,n02093256_10078,Staffordshire_bullterrier,train,155.0
2848,n02093256_3582,Staffordshire_bullterrier,train,155.0
2849,n02093256_4245,Staffordshire_bullterrier,train,155.0
2850,n02093256_1638,Staffordshire_bullterrier,train,155.0
2851,n02093256_1602,Staffordshire_bullterrier,train,155.0
2852,n02093256_14608,Staffordshire_bullterrier,train,155.0
2853,n02093256_1546,Staffordshire_bullterrier,train,155.0
2854,n02093256_5936,Staffordshire_bullterrier,train,155.0
2855,n02093256_3877,Staffordshire_bullterrier,train,155.0
2856,n02093256_5733,Staffordshire_bullterrier,train,155.0
2857,n02093256_272,Staffordshire_bullterrier,train,155.0
2858,n02093256_3872,Staffordshire_bullterrier,train,155.0
2859,n02093256_2405,Staffordshire_bullterrier,train,155.0
2860,n02093256_4090,Staffordshire_bullterrier,train,155.0
2861,n02093256_13419,Staffordshire_bullterrier,train,155.0
2862,n02093256_4022,Staffordshire_bullterrier,train,155.0
2863,n02093256_4452,Staffordshire_bullterrier,train,155.0
2864,n02093256_3529,Staffordshire_bullterrier,train,155.0
2865,n02093256_4374,Staffordshire_bullterrier,train,155.0
2866,n02093256_3941,Staffordshire_bullterrier,train,155.0
2867,n02093256_5734,Staffordshire_bullterrier,train,155.0
2868,n02093256_4007,Staffordshire_bullterrier,train,155.0
2869,n02093256_1309,Staffordshire_bullterrier,train,155.0
2870,n02093256_4972,Staffordshire_bullterrier,train,155.0
2871,n02093256_911,Staffordshire_bullterrier,train,155.0
2872,n02093256_1132,Staffordshire_bullterrier,train,155.0
2873,n02093256_417,Staffordshire_bullterrier,train,155.0
2874,n02093256_3297,Staffordshire_bullterrier,train,155.0
2875,n02093256_3762,Staffordshire_bullterrier,train,155.0
2876,n02093256_6397,Staffordshire_bullterrier,train,155.0
2877,n02093256_567,Staffordshire_bullterrier,train,155.0
2878,n02093256_7075,Staffordshire_bullterrier,train,155.0
2879,n02093256_5820,Staffordshire_bullterrier,train,155.0
2880,n02093256_7043,Staffordshire_bullterrier,train,155.0
2881,n02093256_2557,Staffordshire_bullterrier,train,155.0
2882,n02093256_4997,Staffordshire_bullterrier,train,155.0
2883,n02093256_5439,Staffordshire_bullterrier,train,155.0
2884,n02093256_14807,Staffordshire_bullterrier,train,155.0
2885,n02093256_5654,Staffordshire_bullterrier,train,155.0
2886,n02093256_9753,Staffordshire_bullterrier,train,155.0
2887,n02093256_14522,Staffordshire_bullterrier,train,155.0
2888,n02093256_8691,Staffordshire_bullterrier,train,155.0
2889,n02093256_6158,Staffordshire_bullterrier,train,155.0
2890,n02093256_1939,Staffordshire_bullterrier,train,155.0
2891,n02093256_6028,Staffordshire_bullterrier,train,155.0
2892,n02093256_1757,Staffordshire_bullterrier,train,155.0
2893,n02093256_5139,Staffordshire_bullterrier,train,155.0
2894,n02093256_5007,Staffordshire_bullterrier,train,155.0
2895,n02093256_626,Staffordshire_bullterrier,train,155.0
2896,n02093256_3323,Staffordshire_bullterrier,train,155.0
2897,n02093256_6077,Staffordshire_bullterrier,train,155.0
2898,n02093256_2416,Staffordshire_bullterrier,train,155.0
2899,n02093256_2763,Staffordshire_bullterrier,train,155.0
2900,n02093428_10761,American_Staffordshire_terrier,train,164.0
2901,n02093428_2592,American_Staffordshire_terrier,train,164.0
2902,n02093428_9513,American_Staffordshire_terrier,train,164.0
2903,n02093428_16386,American_Staffordshire_terrier,train,164.0
2904,n02093428_5331,American_Staffordshire_terrier,train,164.0
2905,n02093428_11160,American_Staffordshire_terrier,train,164.0
2906,n02093428_12624,American_Staffordshire_terrier,train,164.0
2907,n02093428_9538,American_Staffordshire_terrier,train,164.0
2908,n02093428_225,American_Staffordshire_terrier,train,164.0
2909,n02093428_14612,American_Staffordshire_terrier,train,164.0
2910,n02093428_12590,American_Staffordshire_terrier,train,164.0
2911,n02093428_416,American_Staffordshire_terrier,train,164.0
2912,n02093428_7689,American_Staffordshire_terrier,train,164.0
2913,n02093428_10908,American_Staffordshire_terrier,train,164.0
2914,n02093428_3355,American_Staffordshire_terrier,train,164.0
2915,n02093428_1746,American_Staffordshire_terrier,train,164.0
2916,n02093428_7353,American_Staffordshire_terrier,train,164.0
2917,n02093428_3329,American_Staffordshire_terrier,train,164.0
2918,n02093428_3020,American_Staffordshire_terrier,train,164.0
2919,n02093428_2603,American_Staffordshire_terrier,train,164.0
2920,n02093428_10365,American_Staffordshire_terrier,train,164.0
2921,n02093428_9797,American_Staffordshire_terrier,train,164.0
2922,n02093428_3305,American_Staffordshire_terrier,train,164.0
2923,n02093428_1345,American_Staffordshire_terrier,train,164.0
2924,n02093428_1641,American_Staffordshire_terrier,train,164.0
2925,n02093428_3269,American_Staffordshire_terrier,train,164.0
2926,n02093428_18916,American_Staffordshire_terrier,train,164.0
2927,n02093428_9929,American_Staffordshire_terrier,train,164.0
2928,n02093428_17332,American_Staffordshire_terrier,train,164.0
2929,n02093428_17557,American_Staffordshire_terrier,train,164.0
2930,n02093428_3397,American_Staffordshire_terrier,train,164.0
2931,n02093428_14706,American_Staffordshire_terrier,train,164.0
2932,n02093428_14990,American_Staffordshire_terrier,train,164.0
2933,n02093428_5415,American_Staffordshire_terrier,train,164.0
2934,n02093428_9346,American_Staffordshire_terrier,train,164.0
2935,n02093428_3587,American_Staffordshire_terrier,train,164.0
2936,n02093428_19652,American_Staffordshire_terrier,train,164.0
2937,n02093428_19443,American_Staffordshire_terrier,train,164.0
2938,n02093428_2576,American_Staffordshire_terrier,train,164.0
2939,n02093428_16245,American_Staffordshire_terrier,train,164.0
2940,n02093428_1439,American_Staffordshire_terrier,train,164.0
2941,n02093428_4654,American_Staffordshire_terrier,train,164.0
2942,n02093428_12462,American_Staffordshire_terrier,train,164.0
2943,n02093428_11793,American_Staffordshire_terrier,train,164.0
2944,n02093428_15072,American_Staffordshire_terrier,train,164.0
2945,n02093428_111,American_Staffordshire_terrier,train,164.0
2946,n02093428_4552,American_Staffordshire_terrier,train,164.0
2947,n02093428_3164,American_Staffordshire_terrier,train,164.0
2948,n02093428_15784,American_Staffordshire_terrier,train,164.0
2949,n02093428_10164,American_Staffordshire_terrier,train,164.0
2950,n02093428_3001,American_Staffordshire_terrier,train,164.0
2951,n02093428_16682,American_Staffordshire_terrier,train,164.0
2952,n02093428_6949,American_Staffordshire_terrier,train,164.0
2953,n02093428_15747,American_Staffordshire_terrier,train,164.0
2954,n02093428_6437,American_Staffordshire_terrier,train,164.0
2955,n02093428_1162,American_Staffordshire_terrier,train,164.0
2956,n02093428_582,American_Staffordshire_terrier,train,164.0
2957,n02093428_14550,American_Staffordshire_terrier,train,164.0
2958,n02093428_10381,American_Staffordshire_terrier,train,164.0
2959,n02093428_3061,American_Staffordshire_terrier,train,164.0
2960,n02093428_11598,American_Staffordshire_terrier,train,164.0
2961,n02093428_2793,American_Staffordshire_terrier,train,164.0
2962,n02093428_14252,American_Staffordshire_terrier,train,164.0
2963,n02093428_10575,American_Staffordshire_terrier,train,164.0
2964,n02093428_592,American_Staffordshire_terrier,train,164.0
2965,n02093428_1668,American_Staffordshire_terrier,train,164.0
2966,n02093428_1291,American_Staffordshire_terrier,train,164.0
2967,n02093428_3800,American_Staffordshire_terrier,train,164.0
2968,n02093428_12791,American_Staffordshire_terrier,train,164.0
2969,n02093428_5926,American_Staffordshire_terrier,train,164.0
2970,n02093428_5146,American_Staffordshire_terrier,train,164.0
2971,n02093428_4468,American_Staffordshire_terrier,train,164.0
2972,n02093428_11926,American_Staffordshire_terrier,train,164.0
2973,n02093428_5635,American_Staffordshire_terrier,train,164.0
2974,n02093428_738,American_Staffordshire_terrier,train,164.0
2975,n02093428_5165,American_Staffordshire_terrier,train,164.0
2976,n02093428_8744,American_Staffordshire_terrier,train,164.0
2977,n02093428_11151,American_Staffordshire_terrier,train,164.0
2978,n02093428_15872,American_Staffordshire_terrier,train,164.0
2979,n02093428_15280,American_Staffordshire_terrier,train,164.0
2980,n02093428_3353,American_Staffordshire_terrier,train,164.0
2981,n02093428_632,American_Staffordshire_terrier,train,164.0
2982,n02093428_8696,American_Staffordshire_terrier,train,164.0
2983,n02093428_2199,American_Staffordshire_terrier,train,164.0
2984,n02093428_2461,American_Staffordshire_terrier,train,164.0
2985,n02093428_18881,American_Staffordshire_terrier,train,164.0
2986,n02093428_3549,American_Staffordshire_terrier,train,164.0
2987,n02093428_2049,American_Staffordshire_terrier,train,164.0
2988,n02093428_366,American_Staffordshire_terrier,train,164.0
2989,n02093428_1351,American_Staffordshire_terrier,train,164.0
2990,n02093428_3159,American_Staffordshire_terrier,train,164.0
2991,n02093428_712,American_Staffordshire_terrier,train,164.0
2992,n02093428_3556,American_Staffordshire_terrier,train,164.0
2993,n02093428_10328,American_Staffordshire_terrier,train,164.0
2994,n02093428_3092,American_Staffordshire_terrier,train,164.0
2995,n02093428_3667,American_Staffordshire_terrier,train,164.0
2996,n02093428_1482,American_Staffordshire_terrier,train,164.0
2997,n02093428_1070,American_Staffordshire_terrier,train,164.0
2998,n02093428_10807,American_Staffordshire_terrier,train,164.0
2999,n02093428_4243,American_Staffordshire_terrier,train,164.0
3000,n02093647_1558,Bedlington_terrier,train,182.0
3001,n02093647_1915,Bedlington_terrier,train,182.0
3002,n02093647_2626,Bedlington_terrier,train,182.0
3003,n02093647_239,Bedlington_terrier,train,182.0
3004,n02093647_1514,Bedlington_terrier,train,182.0
3005,n02093647_665,Bedlington_terrier,train,182.0
3006,n02093647_1247,Bedlington_terrier,train,182.0
3007,n02093647_1022,Bedlington_terrier,train,182.0
3008,n02093647_2288,Bedlington_terrier,train,182.0
3009,n02093647_2108,Bedlington_terrier,train,182.0
3010,n02093647_541,Bedlington_terrier,train,182.0
3011,n02093647_1736,Bedlington_terrier,train,182.0
3012,n02093647_2673,Bedlington_terrier,train,182.0
3013,n02093647_65,Bedlington_terrier,train,182.0
3014,n02093647_502,Bedlington_terrier,train,182.0
3015,n02093647_3058,Bedlington_terrier,train,182.0
3016,n02093647_3543,Bedlington_terrier,train,182.0
3017,n02093647_24,Bedlington_terrier,train,182.0
3018,n02093647_3235,Bedlington_terrier,train,182.0
3019,n02093647_2433,Bedlington_terrier,train,182.0
3020,n02093647_1766,Bedlington_terrier,train,182.0
3021,n02093647_252,Bedlington_terrier,train,182.0
3022,n02093647_2640,Bedlington_terrier,train,182.0
3023,n02093647_1591,Bedlington_terrier,train,182.0
3024,n02093647_1060,Bedlington_terrier,train,182.0
3025,n02093647_1249,Bedlington_terrier,train,182.0
3026,n02093647_1263,Bedlington_terrier,train,182.0
3027,n02093647_126,Bedlington_terrier,train,182.0
3028,n02093647_577,Bedlington_terrier,train,182.0
3029,n02093647_3414,Bedlington_terrier,train,182.0
3030,n02093647_79,Bedlington_terrier,train,182.0
3031,n02093647_1228,Bedlington_terrier,train,182.0
3032,n02093647_2335,Bedlington_terrier,train,182.0
3033,n02093647_1659,Bedlington_terrier,train,182.0
3034,n02093647_1870,Bedlington_terrier,train,182.0
3035,n02093647_645,Bedlington_terrier,train,182.0
3036,n02093647_3166,Bedlington_terrier,train,182.0
3037,n02093647_1101,Bedlington_terrier,train,182.0
3038,n02093647_2932,Bedlington_terrier,train,182.0
3039,n02093647_1412,Bedlington_terrier,train,182.0
3040,n02093647_1238,Bedlington_terrier,train,182.0
3041,n02093647_3291,Bedlington_terrier,train,182.0
3042,n02093647_642,Bedlington_terrier,train,182.0
3043,n02093647_2313,Bedlington_terrier,train,182.0
3044,n02093647_3515,Bedlington_terrier,train,182.0
3045,n02093647_518,Bedlington_terrier,train,182.0
3046,n02093647_2027,Bedlington_terrier,train,182.0
3047,n02093647_1963,Bedlington_terrier,train,182.0
3048,n02093647_1071,Bedlington_terrier,train,182.0
3049,n02093647_1393,Bedlington_terrier,train,182.0
3050,n02093647_2316,Bedlington_terrier,train,182.0
3051,n02093647_722,Bedlington_terrier,train,182.0
3052,n02093647_3473,Bedlington_terrier,train,182.0
3053,n02093647_1433,Bedlington_terrier,train,182.0
3054,n02093647_229,Bedlington_terrier,train,182.0
3055,n02093647_1980,Bedlington_terrier,train,182.0
3056,n02093647_3219,Bedlington_terrier,train,182.0
3057,n02093647_1292,Bedlington_terrier,train,182.0
3058,n02093647_1081,Bedlington_terrier,train,182.0
3059,n02093647_680,Bedlington_terrier,train,182.0
3060,n02093647_1818,Bedlington_terrier,train,182.0
3061,n02093647_1129,Bedlington_terrier,train,182.0
3062,n02093647_2192,Bedlington_terrier,train,182.0
3063,n02093647_2706,Bedlington_terrier,train,182.0
3064,n02093647_1495,Bedlington_terrier,train,182.0
3065,n02093647_3215,Bedlington_terrier,train,182.0
3066,n02093647_2763,Bedlington_terrier,train,182.0
3067,n02093647_2756,Bedlington_terrier,train,182.0
3068,n02093647_2633,Bedlington_terrier,train,182.0
3069,n02093647_3464,Bedlington_terrier,train,182.0
3070,n02093647_1108,Bedlington_terrier,train,182.0
3071,n02093647_3114,Bedlington_terrier,train,182.0
3072,n02093647_3356,Bedlington_terrier,train,182.0
3073,n02093647_2779,Bedlington_terrier,train,182.0
3074,n02093647_2032,Bedlington_terrier,train,182.0
3075,n02093647_981,Bedlington_terrier,train,182.0
3076,n02093647_1575,Bedlington_terrier,train,182.0
3077,n02093647_1380,Bedlington_terrier,train,182.0
3078,n02093647_3154,Bedlington_terrier,train,182.0
3079,n02093647_2477,Bedlington_terrier,train,182.0
3080,n02093647_1759,Bedlington_terrier,train,182.0
3081,n02093647_490,Bedlington_terrier,train,182.0
3082,n02093647_2147,Bedlington_terrier,train,182.0
3083,n02093647_2388,Bedlington_terrier,train,182.0
3084,n02093647_2349,Bedlington_terrier,train,182.0
3085,n02093647_3582,Bedlington_terrier,train,182.0
3086,n02093647_529,Bedlington_terrier,train,182.0
3087,n02093647_21,Bedlington_terrier,train,182.0
3088,n02093647_1600,Bedlington_terrier,train,182.0
3089,n02093647_172,Bedlington_terrier,train,182.0
3090,n02093647_1905,Bedlington_terrier,train,182.0
3091,n02093647_55,Bedlington_terrier,train,182.0
3092,n02093647_2420,Bedlington_terrier,train,182.0
3093,n02093647_2354,Bedlington_terrier,train,182.0
3094,n02093647_1030,Bedlington_terrier,train,182.0
3095,n02093647_2156,Bedlington_terrier,train,182.0
3096,n02093647_2698,Bedlington_terrier,train,182.0
3097,n02093647_2306,Bedlington_terrier,train,182.0
3098,n02093647_99,Bedlington_terrier,train,182.0
3099,n02093647_3607,Bedlington_terrier,train,182.0
3100,n02093754_4418,Border_terrier,train,172.0
3101,n02093754_234,Border_terrier,train,172.0
3102,n02093754_4859,Border_terrier,train,172.0
3103,n02093754_5297,Border_terrier,train,172.0
3104,n02093754_7923,Border_terrier,train,172.0
3105,n02093754_8106,Border_terrier,train,172.0
3106,n02093754_2281,Border_terrier,train,172.0
3107,n02093754_2189,Border_terrier,train,172.0
3108,n02093754_6257,Border_terrier,train,172.0
3109,n02093754_4452,Border_terrier,train,172.0
3110,n02093754_3113,Border_terrier,train,172.0
3111,n02093754_7532,Border_terrier,train,172.0
3112,n02093754_656,Border_terrier,train,172.0
3113,n02093754_115,Border_terrier,train,172.0
3114,n02093754_5261,Border_terrier,train,172.0
3115,n02093754_7902,Border_terrier,train,172.0
3116,n02093754_1422,Border_terrier,train,172.0
3117,n02093754_3442,Border_terrier,train,172.0
3118,n02093754_1464,Border_terrier,train,172.0
3119,n02093754_4354,Border_terrier,train,172.0
3120,n02093754_1861,Border_terrier,train,172.0
3121,n02093754_5195,Border_terrier,train,172.0
3122,n02093754_5260,Border_terrier,train,172.0
3123,n02093754_5190,Border_terrier,train,172.0
3124,n02093754_180,Border_terrier,train,172.0
3125,n02093754_3888,Border_terrier,train,172.0
3126,n02093754_2425,Border_terrier,train,172.0
3127,n02093754_6767,Border_terrier,train,172.0
3128,n02093754_6760,Border_terrier,train,172.0
3129,n02093754_6992,Border_terrier,train,172.0
3130,n02093754_1247,Border_terrier,train,172.0
3131,n02093754_1845,Border_terrier,train,172.0
3132,n02093754_874,Border_terrier,train,172.0
3133,n02093754_7117,Border_terrier,train,172.0
3134,n02093754_785,Border_terrier,train,172.0
3135,n02093754_521,Border_terrier,train,172.0
3136,n02093754_7707,Border_terrier,train,172.0
3137,n02093754_7552,Border_terrier,train,172.0
3138,n02093754_5037,Border_terrier,train,172.0
3139,n02093754_2123,Border_terrier,train,172.0
3140,n02093754_51,Border_terrier,train,172.0
3141,n02093754_5891,Border_terrier,train,172.0
3142,n02093754_6623,Border_terrier,train,172.0
3143,n02093754_4879,Border_terrier,train,172.0
3144,n02093754_7091,Border_terrier,train,172.0
3145,n02093754_2457,Border_terrier,train,172.0
3146,n02093754_7297,Border_terrier,train,172.0
3147,n02093754_1148,Border_terrier,train,172.0
3148,n02093754_5975,Border_terrier,train,172.0
3149,n02093754_6574,Border_terrier,train,172.0
3150,n02093754_1833,Border_terrier,train,172.0
3151,n02093754_4448,Border_terrier,train,172.0
3152,n02093754_6548,Border_terrier,train,172.0
3153,n02093754_175,Border_terrier,train,172.0
3154,n02093754_4949,Border_terrier,train,172.0
3155,n02093754_3339,Border_terrier,train,172.0
3156,n02093754_1536,Border_terrier,train,172.0
3157,n02093754_7109,Border_terrier,train,172.0
3158,n02093754_186,Border_terrier,train,172.0
3159,n02093754_3634,Border_terrier,train,172.0
3160,n02093754_4271,Border_terrier,train,172.0
3161,n02093754_7198,Border_terrier,train,172.0
3162,n02093754_2801,Border_terrier,train,172.0
3163,n02093754_6646,Border_terrier,train,172.0
3164,n02093754_6437,Border_terrier,train,172.0
3165,n02093754_1111,Border_terrier,train,172.0
3166,n02093754_4285,Border_terrier,train,172.0
3167,n02093754_5342,Border_terrier,train,172.0
3168,n02093754_5660,Border_terrier,train,172.0
3169,n02093754_7403,Border_terrier,train,172.0
3170,n02093754_5522,Border_terrier,train,172.0
3171,n02093754_6248,Border_terrier,train,172.0
3172,n02093754_3152,Border_terrier,train,172.0
3173,n02093754_1256,Border_terrier,train,172.0
3174,n02093754_7390,Border_terrier,train,172.0
3175,n02093754_2847,Border_terrier,train,172.0
3176,n02093754_2887,Border_terrier,train,172.0
3177,n02093754_6089,Border_terrier,train,172.0
3178,n02093754_773,Border_terrier,train,172.0
3179,n02093754_8019,Border_terrier,train,172.0
3180,n02093754_4110,Border_terrier,train,172.0
3181,n02093754_4564,Border_terrier,train,172.0
3182,n02093754_123,Border_terrier,train,172.0
3183,n02093754_717,Border_terrier,train,172.0
3184,n02093754_1102,Border_terrier,train,172.0
3185,n02093754_7908,Border_terrier,train,172.0
3186,n02093754_1722,Border_terrier,train,172.0
3187,n02093754_3749,Border_terrier,train,172.0
3188,n02093754_4868,Border_terrier,train,172.0
3189,n02093754_6098,Border_terrier,train,172.0
3190,n02093754_6817,Border_terrier,train,172.0
3191,n02093754_1310,Border_terrier,train,172.0
3192,n02093754_5038,Border_terrier,train,172.0
3193,n02093754_2742,Border_terrier,train,172.0
3194,n02093754_7820,Border_terrier,train,172.0
3195,n02093754_2687,Border_terrier,train,172.0
3196,n02093754_4697,Border_terrier,train,172.0
3197,n02093754_5315,Border_terrier,train,172.0
3198,n02093754_7788,Border_terrier,train,172.0
3199,n02093754_8047,Border_terrier,train,172.0
3200,n02093859_3267,Kerry_blue_terrier,train,179.0
3201,n02093859_2279,Kerry_blue_terrier,train,179.0
3202,n02093859_3231,Kerry_blue_terrier,train,179.0
3203,n02093859_3319,Kerry_blue_terrier,train,179.0
3204,n02093859_2098,Kerry_blue_terrier,train,179.0
3205,n02093859_1737,Kerry_blue_terrier,train,179.0
3206,n02093859_428,Kerry_blue_terrier,train,179.0
3207,n02093859_2700,Kerry_blue_terrier,train,179.0
3208,n02093859_10,Kerry_blue_terrier,train,179.0
3209,n02093859_3030,Kerry_blue_terrier,train,179.0
3210,n02093859_345,Kerry_blue_terrier,train,179.0
3211,n02093859_333,Kerry_blue_terrier,train,179.0
3212,n02093859_3106,Kerry_blue_terrier,train,179.0
3213,n02093859_808,Kerry_blue_terrier,train,179.0
3214,n02093859_1397,Kerry_blue_terrier,train,179.0
3215,n02093859_2068,Kerry_blue_terrier,train,179.0
3216,n02093859_1969,Kerry_blue_terrier,train,179.0
3217,n02093859_1662,Kerry_blue_terrier,train,179.0
3218,n02093859_555,Kerry_blue_terrier,train,179.0
3219,n02093859_2966,Kerry_blue_terrier,train,179.0
3220,n02093859_3382,Kerry_blue_terrier,train,179.0
3221,n02093859_1655,Kerry_blue_terrier,train,179.0
3222,n02093859_806,Kerry_blue_terrier,train,179.0
3223,n02093859_2559,Kerry_blue_terrier,train,179.0
3224,n02093859_2745,Kerry_blue_terrier,train,179.0
3225,n02093859_746,Kerry_blue_terrier,train,179.0
3226,n02093859_2787,Kerry_blue_terrier,train,179.0
3227,n02093859_2233,Kerry_blue_terrier,train,179.0
3228,n02093859_1239,Kerry_blue_terrier,train,179.0
3229,n02093859_739,Kerry_blue_terrier,train,179.0
3230,n02093859_3153,Kerry_blue_terrier,train,179.0
3231,n02093859_1819,Kerry_blue_terrier,train,179.0
3232,n02093859_2225,Kerry_blue_terrier,train,179.0
3233,n02093859_2526,Kerry_blue_terrier,train,179.0
3234,n02093859_1498,Kerry_blue_terrier,train,179.0
3235,n02093859_2480,Kerry_blue_terrier,train,179.0
3236,n02093859_913,Kerry_blue_terrier,train,179.0
